alphabet,id,han_num,chinese_name,pinyin_initial
H,host_armor_trim_smithing_template,4,锻造模板,D
H,howl_pottery_sherd,6,狼嚎纹样陶片,L
I,ice,1,冰,B
I,ink_sac,2,墨囊,M
I,iron_axe,2,铁斧,T
I,iron_bars,3,铁栏杆,T
I,iron_block,2,铁块,T
I,iron_boots,3,铁靴子,T
I,iron_chain,2,铁链,T
I,iron_chestplate,3,铁胸甲,T
I,iron_door,2,铁门,T
I,iron_helmet,3,铁头盔,T
I,iron_hoe,2,铁锄,T
I,iron_horse_armor,3,铁马铠,T
I,iron_ingot,2,铁锭,T
I,iron_leggings,3,铁护腿,T
I,iron_nautilus_armor,5,铁鹦鹉螺铠,T
I,iron_nugget,2,铁粒,T
I,iron_ore,3,铁矿石,T
I,iron_pickaxe,2,铁镐,T
I,iron_shovel,2,铁锹,T
I,iron_spear,2,铁矛,T
I,iron_sword,2,铁剑,T
I,iron_trapdoor,4,铁活板门,T
I,item_frame,5,物品展示框,W
J,jack_o_lantern,3,南瓜灯,N
J,jukebox,3,唱片机,C
J,jungle_boat,4,丛林木船,C
J,jungle_button,5,丛林木按钮,C
J,jungle_chest_boat,6,丛林木运输船,C
J,jungle_door,4,丛林木门,C
J,jungle_explorer_map,7,丛林探险家地图,C
J,jungle_fence,5,丛林木栅栏,C
J,jungle_fence_gate,6,丛林木栅栏门,C
J,jungle_hanging_sign,9,悬挂式丛林木告示牌,X
J,jungle_leaves,4,丛林树叶,C
J,jungle_log,4,丛林原木,C
J,jungle_planks,4,丛林木板,C
J,jungle_pressure_plate,6,丛林木压力板,C
J,jungle_sapling,4,丛林树苗,C
J,jungle_shelf,6,丛林木展示架,C
J,jungle_sign,6,丛林木告示牌,C
J,jungle_slab,5,丛林木台阶,C
J,jungle_stairs,5,丛林木楼梯,C
J,jungle_trapdoor,6,丛林木活板门,C
J,jungle_wood,3,丛林木,C
K,kelp,2,海带,H
L,ladder,2,梯子,T
L,lantern,2,灯笼,D
L,lapis_block,4,青金石块,Q
L,lapis_lazuli,3,青金石,Q
L,lapis_ore,5,青金石矿石,Q
L,large_amethyst_bud,5,大型紫晶芽,D
L,large_fern,3,大型蕨,D
L,lava_bucket,3,熔岩桶,R
L,lead,2,拴绳,S
L,leaf_litter,3,枯叶堆,K
L,leather,2,皮革,P
L,leather_boots,4,皮革靴子,P
L,leather_chestplate,4,皮革外套,P
L,leather_helmet,4,皮革帽子,P
L,leather_horse_armor,4,皮革马铠,P
L,leather_leggings,4,皮革裤子,P
L,lectern,2,讲台,J
L,lever,2,拉杆,L
L,light_blue_banner,5,淡蓝色旗帜,D
L,light_blue_bed,4,淡蓝色床,D
L,light_blue_bundle,6,淡蓝色收纳袋,D
L,light_blue_candle,5,淡蓝色蜡烛,D
L,light_blue_carpet,5,淡蓝色地毯,D
L,light_blue_concrete,6,淡蓝色混凝土,D
L,light_blue_concrete_powder,8,淡蓝色混凝土粉末,D
L,light_blue_concrete_slab,8,淡蓝色混凝土台阶,D
L,light_blue_concrete_stairs,8,淡蓝色混凝土楼梯,D
L,light_blue_cushion,5,淡蓝色坐垫,D
L,light_blue_dye,5,淡蓝色染料,D
L,light_blue_glazed_terracotta,7,淡蓝色带釉陶瓦,D
L,light_blue_harness,5,淡蓝色挽具,D
L,light_blue_shulker_box,6,淡蓝色潜影盒,D
L,light_blue_stained_glass,7,淡蓝色染色玻璃,D
L,light_blue_stained_glass_pane,8,淡蓝色染色玻璃板,D
L,light_blue_terracotta,5,淡蓝色陶瓦,D
L,light_blue_wool,5,淡蓝色羊毛,D
L,light_blue_wool_slab,7,淡蓝色羊毛台阶,D
L,light_blue_wool_stairs,7,淡蓝色羊毛楼梯,D
L,light_gray_banner,5,淡灰色旗帜,D
L,light_gray_bed,4,淡灰色床,D
L,light_gray_bundle,6,淡灰色收纳袋,D
L,light_gray_candle,5,淡灰色蜡烛,D
L,light_gray_carpet,5,淡灰色地毯,D
L,light_gray_concrete,6,淡灰色混凝土,D
L,light_gray_concrete_powder,8,淡灰色混凝土粉末,D
L,light_gray_concrete_slab,8,淡灰色混凝土台阶,D
L,light_gray_concrete_stairs,8,淡灰色混凝土楼梯,D
L,light_gray_cushion,5,淡灰色坐垫,D
L,light_gray_dye,5,淡灰色染料,D
L,light_gray_glazed_terracotta,7,淡灰色带釉陶瓦,D
L,light_gray_harness,5,淡灰色挽具,D
L,light_gray_shulker_box,6,淡灰色潜影盒,D
L,light_gray_stained_glass,7,淡灰色染色玻璃,D
L,light_gray_stained_glass_pane,8,淡灰色染色玻璃板,D
L,light_gray_terracotta,5,淡灰色陶瓦,D
L,light_gray_wool,5,淡灰色羊毛,D
L,light_gray_wool_slab,7,淡灰色羊毛台阶,D
L,light_gray_wool_stairs,7,淡灰色羊毛楼梯,D
L,light_weighted_pressure_plate,7,轻质测重压力板,Q
L,lightning_rod,3,避雷针,B
L,lilac,2,丁香,D
L,lily_of_the_valley,2,铃兰,L
L,lily_pad,2,睡莲,S
L,lime_banner,5,黄绿色旗帜,H
L,lime_bed,4,黄绿色床,H
L,lime_bundle,6,黄绿色收纳袋,H
L,lime_candle,5,黄绿色蜡烛,H
L,lime_carpet,5,黄绿色地毯,H
L,lime_concrete,6,黄绿色混凝土,H
L,lime_concrete_powder,8,黄绿色混凝土粉末,H
L,lime_concrete_slab,8,黄绿色混凝土台阶,H
L,lime_concrete_stairs,8,黄绿色混凝土楼梯,H
L,lime_cushion,5,黄绿色坐垫,H
L,lime_dye,5,黄绿色染料,H
L,lime_glazed_terracotta,7,黄绿色带釉陶瓦,H
L,lime_harness,5,黄绿色挽具,H
L,lime_shulker_box,6,黄绿色潜影盒,H
L,lime_stained_glass,7,黄绿色染色玻璃,H
L,lime_stained_glass_pane,8,黄绿色染色玻璃板,H
L,lime_terracotta,5,黄绿色陶瓦,H
L,lime_wool,5,黄绿色羊毛,H
L,lime_wool_slab,7,黄绿色羊毛台阶,H
L,lime_wool_stairs,7,黄绿色羊毛楼梯,H
L,lingering_potion,4,滞留药水,Z
L,lodestone,2,磁石,C
L,loom,3,织布机,Z
M,mace,2,重锤,C
M,magenta_banner,5,品红色旗帜,P
M,magenta_bed,4,品红色床,P
M,magenta_bundle,6,品红色收纳袋,P
M,magenta_candle,5,品红色蜡烛,P
M,magenta_carpet,5,品红色地毯,P
M,magenta_concrete,6,品红色混凝土,P
M,magenta_concrete_powder,8,品红色混凝土粉末,P
M,magenta_concrete_slab,8,品红色混凝土台阶,P
M,magenta_concrete_stairs,8,品红色混凝土楼梯,P
M,magenta_cushion,5,品红色坐垫,P
M,magenta_dye,5,品红色染料,P
M,magenta_glazed_terracotta,7,品红色带釉陶瓦,P
M,magenta_harness,5,品红色挽具,P
M,magenta_shulker_box,6,品红色潜影盒,P
M,magenta_stained_glass,7,品红色染色玻璃,P
M,magenta_stained_glass_pane,8,品红色染色玻璃板,P
M,magenta_terracotta,5,品红色陶瓦,P
M,magenta_wool,5,品红色羊毛,P
M,magenta_wool_slab,7,品红色羊毛台阶,P
M,magenta_wool_stairs,7,品红色羊毛楼梯,P
M,magma_block,3,岩浆块,Y
M,magma_cream,3,岩浆膏,Y
M,mangrove_boat,4,红树木船,H
M,mangrove_button,5,红树木按钮,H
M,mangrove_chest_boat,6,红树木运输船,H
M,mangrove_door,4,红树木门,H
M,mangrove_fence,5,红树木栅栏,H
M,mangrove_fence_gate,6,红树木栅栏门,H
M,mangrove_hanging_sign,9,悬挂式红树木告示牌,X
M,mangrove_leaves,4,红树树叶,H
M,mangrove_log,4,红树原木,H
M,mangrove_planks,4,红树木板,H
M,mangrove_pressure_plate,6,红树木压力板,H
M,mangrove_propagule,5,红树胎生苗,H
M,mangrove_roots,3,红树根,H
M,mangrove_shelf,6,红树木展示架,H
M,mangrove_sign,6,红树木告示牌,H
M,mangrove_slab,5,红树木台阶,H
M,mangrove_stairs,5,红树木楼梯,H
M,mangrove_trapdoor,6,红树木活板门,H
M,mangrove_wood,3,红树木,H
M,map,3,空地图,K
M,medium_amethyst_bud,5,中型紫晶芽,Z
M,melon,2,西瓜,X
M,melon_seeds,4,西瓜种子,X
M,melon_slice,3,西瓜片,X
M,milk_bucket,2,奶桶,N
M,minecart,2,矿车,K
M,miner_pottery_sherd,6,采矿纹样陶片,C
M,mojang_banner_pattern,4,旗帜图案,Q
M,moss_block,3,苔藓块,T
M,moss_carpet,4,覆地苔藓,F
M,mossy_cobblestone,2,苔石,T
M,mossy_cobblestone_slab,4,苔石台阶,T
M,mossy_cobblestone_stairs,4,苔石楼梯,T
M,mossy_cobblestone_wall,3,苔石墙,T
M,mossy_stone_brick_slab,5,苔石砖台阶,T
M,mossy_stone_brick_stairs,5,苔石砖楼梯,T
M,mossy_stone_brick_wall,4,苔石砖墙,T
M,mossy_stone_bricks,3,苔石砖,T
M,mourner_pottery_sherd,6,悲恸纹样陶片,B
M,mud,2,泥巴,N
M,mud_brick_slab,4,泥砖台阶,N
M,mud_brick_stairs,4,泥砖楼梯,N
M,mud_brick_wall,3,泥砖墙,N
M,mud_bricks,2,泥砖,N
M,muddy_mangrove_roots,6,沾泥的红树根,Z
M,mushroom_stem,3,蘑菇柄,M
M,mushroom_stew,3,蘑菇煲,M
M,music_disc_11,4,音乐唱片,Y
M,music_disc_13,4,音乐唱片,Y
M,music_disc_5,4,音乐唱片,Y
M,music_disc_blocks,4,音乐唱片,Y
M,music_disc_bounce,4,音乐唱片,Y
M,music_disc_cat,4,音乐唱片,Y
M,music_disc_chirp,4,音乐唱片,Y
M,music_disc_creator,4,音乐唱片,Y
M,music_disc_creator_music_box,4,音乐唱片,Y
M,music_disc_far,4,音乐唱片,Y
M,music_disc_lava_chicken,4,音乐唱片,Y
M,music_disc_mall,4,音乐唱片,Y
M,music_disc_mellohi,4,音乐唱片,Y
M,music_disc_otherside,4,音乐唱片,Y
M,music_disc_pigstep,4,音乐唱片,Y
M,music_disc_precipice,4,音乐唱片,Y
M,music_disc_relic,4,音乐唱片,Y
M,music_disc_stal,4,音乐唱片,Y
M,music_disc_strad,4,音乐唱片,Y
M,music_disc_tears,4,音乐唱片,Y
M,music_disc_wait,4,音乐唱片,Y
M,music_disc_ward,4,音乐唱片,Y
M,mutton,3,生羊肉,S
M,mycelium,3,菌丝体,J
N,name_tag,3,命名牌,M
N,nautilus_shell,4,鹦鹉螺壳,Y
N,nether_brick,3,下界砖,X
N,nether_brick_fence,5,下界砖栅栏,X
N,nether_brick_slab,5,下界砖台阶,X
N,nether_brick_stairs,5,下界砖楼梯,X
N,nether_brick_wall,4,下界砖墙,X
N,nether_bricks,4,下界砖块,X
N,nether_gold_ore,5,下界金矿石,X
N,nether_quartz_ore,6,下界石英矿石,X
N,nether_sprouts,3,下界苗,X
N,nether_star,4,下界之星,X
N,nether_wart,3,下界疣,X
N,nether_wart_block,4,下界疣块,X
N,netherite_axe,5,下界合金斧,X
N,netherite_block,5,下界合金块,X
N,netherite_boots,6,下界合金靴子,X
N,netherite_chestplate,6,下界合金胸甲,X
N,netherite_helmet,6,下界合金头盔,X
N,netherite_hoe,5,下界合金锄,X
N,netherite_horse_armor,6,下界合金马铠,X
N,netherite_ingot,5,下界合金锭,X
N,netherite_leggings,6,下界合金护腿,X
N,netherite_nautilus_armor,8,下界合金鹦鹉螺铠,X
N,netherite_pickaxe,5,下界合金镐,X
N,netherite_scrap,6,下界合金碎片,X
N,netherite_shovel,5,下界合金锹,X
N,netherite_spear,5,下界合金矛,X
N,netherite_sword,5,下界合金剑,X
N,netherite_upgrade_smithing_template,4,锻造模板,D
N,netherrack,3,下界岩,X
N,note_block,3,音符盒,Y
O,oak_boat,3,橡木船,X
O,oak_button,4,橡木按钮,X
O,oak_chest_boat,5,橡木运输船,X
O,oak_door,3,橡木门,X
O,oak_fence,4,橡木栅栏,X
O,oak_fence_gate,5,橡木栅栏门,X
O,oak_hanging_sign,8,悬挂式橡木告示牌,X
O,oak_leaves,4,橡树树叶,X
O,oak_log,4,橡木原木,X
O,oak_planks,4,橡木木板,X
O,oak_pressure_plate,5,橡木压力板,X
O,oak_sapling,4,橡树树苗,X
O,oak_shelf,5,橡木展示架,X
O,oak_sign,5,橡木告示牌,X
O,oak_slab,4,橡木台阶,X
O,oak_stairs,4,橡木楼梯,X
O,oak_trapdoor,5,橡木活板门,X
O,oak_wood,2,橡木,X
O,observer,3,侦测器,Z
O,obsidian,3,黑曜石,H
O,ocean_explorer_map,7,海洋探险家地图,H
O,ochre_froglight,5,赭黄蛙明灯,Z
O,ominous_bottle,4,不祥之瓶,B
O,ominous_trial_key,6,不祥试炼钥匙,B
O,open_eyeblossom,6,张开的眼眸花,Z
O,orange_banner,4,橙色旗帜,C
O,orange_bed,3,橙色床,C
O,orange_bundle,5,橙色收纳袋,C
O,orange_candle,4,橙色蜡烛,C
O,orange_carpet,4,橙色地毯,C
O,orange_concrete,5,橙色混凝土,C
O,orange_concrete_powder,7,橙色混凝土粉末,C
O,orange_concrete_slab,7,橙色混凝土台阶,C
O,orange_concrete_stairs,7,橙色混凝土楼梯,C
O,orange_cushion,4,橙色坐垫,C
O,orange_dye,4,橙色染料,C
O,orange_glazed_terracotta,6,橙色带釉陶瓦,C
O,orange_harness,4,橙色挽具,C
O,orange_poplar_leaves,6,橙色杨树树叶,C
O,orange_shulker_box,5,橙色潜影盒,C
O,orange_stained_glass,6,橙色染色玻璃,C
O,orange_stained_glass_pane,7,橙色染色玻璃板,C
O,orange_terracotta,4,橙色陶瓦,C
O,orange_tulip,5,橙色郁金香,C
O,orange_wool,4,橙色羊毛,C
O,orange_wool_slab,6,橙色羊毛台阶,C
O,orange_wool_stairs,6,橙色羊毛楼梯,C
O,oxeye_daisy,2,滨菊,B
O,oxidized_chiseled_copper,7,氧化的雕纹铜块,Y
O,oxidized_copper,5,氧化的铜块,Y
O,oxidized_copper_bars,6,氧化的铜栏杆,Y
O,oxidized_copper_bulb,5,氧化的铜灯,Y
O,oxidized_copper_chain,5,氧化的铜链,Y
O,oxidized_copper_chest,6,氧化的铜箱子,Y
O,oxidized_copper_door,5,氧化的铜门,Y
O,oxidized_copper_golem_statue,7,氧化的铜傀儡像,Y
O,oxidized_copper_grate,6,氧化的铜格栅,Y
O,oxidized_copper_lantern,6,氧化的铜灯笼,Y
O,oxidized_copper_trapdoor,7,氧化的铜活板门,Y
O,oxidized_cut_copper,7,氧化的切制铜块,Y
O,oxidized_cut_copper_slab,8,氧化的切制铜台阶,Y
O,oxidized_cut_copper_stairs,8,氧化的切制铜楼梯,Y
O,oxidized_lightning_rod,6,氧化的避雷针,Y
P,packed_ice,2,浮冰,F
P,packed_mud,2,泥坯,N
P,painting,1,画,H
P,pale_hanging_moss,4,苍白垂须,C
P,pale_moss_block,5,苍白苔藓块,C
P,pale_moss_carpet,6,苍白覆地苔藓,C
P,pale_oak_boat,5,苍白橡木船,C
P,pale_oak_button,6,苍白橡木按钮,C
P,pale_oak_chest_boat,7,苍白橡木运输船,C
P,pale_oak_door,5,苍白橡木门,C
P,pale_oak_fence,6,苍白橡木栅栏,C
P,pale_oak_fence_gate,7,苍白橡木栅栏门,C
P,pale_oak_hanging_sign,10,悬挂式苍白橡木告示牌,X
P,pale_oak_leaves,6,苍白橡树树叶,C
P,pale_oak_log,6,苍白橡木原木,C
P,pale_oak_planks,6,苍白橡木木板,C
P,pale_oak_pressure_plate,7,苍白橡木压力板,C
P,pale_oak_sapling,6,苍白橡树树苗,C
P,pale_oak_shelf,7,苍白橡木展示架,C
P,pale_oak_sign,7,苍白橡木告示牌,C
P,pale_oak_slab,6,苍白橡木台阶,C
P,pale_oak_stairs,6,苍白橡木楼梯,C
P,pale_oak_trapdoor,7,苍白橡木活板门,C
P,pale_oak_wood,4,苍白橡木,C
P,paper,1,纸,Z
P,pearlescent_froglight,5,珠光蛙明灯,Z
P,peony,2,牡丹,M
P,phantom_membrane,3,幻翼膜,H
P,piglin_banner_pattern,4,旗帜图案,Q
P,piglin_head,4,猪灵的头,Z
P,pink_banner,5,粉红色旗帜,F
P,pink_bed,4,粉红色床,F
P,pink_bundle,6,粉红色收纳袋,F
P,pink_candle,5,粉红色蜡烛,F
P,pink_carpet,5,粉红色地毯,F
P,pink_concrete,6,粉红色混凝土,F
P,pink_concrete_powder,8,粉红色混凝土粉末,F
P,pink_concrete_slab,8,粉红色混凝土台阶,F
P,pink_concrete_stairs,8,粉红色混凝土楼梯,F
P,pink_cushion,5,粉红色坐垫,F
P,pink_dye,5,粉红色染料,F
P,pink_glazed_terracotta,7,粉红色带釉陶瓦,F
P,pink_harness,5,粉红色挽具,F
P,pink_petals,5,粉红色花簇,F
P,pink_shulker_box,6,粉红色潜影盒,F
P,pink_stained_glass,7,粉红色染色玻璃,F
P,pink_stained_glass_pane,8,粉红色染色玻璃板,F
P,pink_terracotta,5,粉红色陶瓦,F
P,pink_tulip,6,粉红色郁金香,F
P,pink_wool,5,粉红色羊毛,F
P,pink_wool_slab,7,粉红色羊毛台阶,F
P,pink_wool_stairs,7,粉红色羊毛楼梯,F
P,piston,2,活塞,H
P,pitcher_plant,3,瓶子草,P
P,pitcher_pod,5,瓶子草荚果,P
P,plains_village_map,6,平原村庄地图,P
P,plenty_pottery_sherd,6,富饶纹样陶片,F
P,podzol,3,灰化土,H
P,pointed_dripstone,4,滴水石锥,D
P,poisonous_potato,4,毒马铃薯,D
P,polished_andesite,5,磨制安山岩,M
P,polished_andesite_slab,7,磨制安山岩台阶,M
P,polished_andesite_stairs,7,磨制安山岩楼梯,M
P,polished_basalt,5,磨制玄武岩,M
P,polished_blackstone,4,磨制黑石,M
P,polished_blackstone_brick_slab,7,磨制黑石砖台阶,M
P,polished_blackstone_brick_stairs,7,磨制黑石砖楼梯,M
P,polished_blackstone_brick_wall,6,磨制黑石砖墙,M
P,polished_blackstone_bricks,5,磨制黑石砖,M
P,polished_blackstone_button,6,磨制黑石按钮,M
P,polished_blackstone_pressure_plate,7,磨制黑石压力板,M
P,polished_blackstone_slab,6,磨制黑石台阶,M
P,polished_blackstone_stairs,6,磨制黑石楼梯,M
P,polished_blackstone_wall,5,磨制黑石墙,M
P,polished_cinnabar,4,磨制朱砂,M
P,polished_cinnabar_slab,6,磨制朱砂台阶,M
P,polished_cinnabar_stairs,6,磨制朱砂楼梯,M
P,polished_cinnabar_wall,5,磨制朱砂墙,M
P,polished_deepslate,5,磨制深板岩,M
P,polished_deepslate_slab,7,磨制深板岩台阶,M
P,polished_deepslate_stairs,7,磨制深板岩楼梯,M
P,polished_deepslate_wall,6,磨制深板岩墙,M
P,polished_diorite,5,磨制闪长岩,M
P,polished_diorite_slab,7,磨制闪长岩台阶,M
P,polished_diorite_stairs,7,磨制闪长岩楼梯,M
P,polished_granite,5,磨制花岗岩,M
P,polished_granite_slab,7,磨制花岗岩台阶,M
P,polished_granite_stairs,7,磨制花岗岩楼梯,M
P,polished_sulfur,4,磨制硫黄,M
P,polished_sulfur_slab,6,磨制硫黄台阶,M
P,polished_sulfur_stairs,6,磨制硫黄楼梯,M
P,polished_sulfur_wall,5,磨制硫黄墙,M
P,polished_tuff,5,磨制凝灰岩,M
P,polished_tuff_slab,7,磨制凝灰岩台阶,M
P,polished_tuff_stairs,7,磨制凝灰岩楼梯,M
P,polished_tuff_wall,6,磨制凝灰岩墙,M
P,poplar_boat,3,杨木船,Y
P,poplar_button,4,杨木按钮,Y
P,poplar_chest_boat,5,杨木运输船,Y
P,poplar_door,3,杨木门,Y
P,poplar_fence,4,杨木栅栏,Y
P,poplar_fence_gate,5,杨木栅栏门,Y
P,poplar_hanging_sign,8,悬挂式杨木告示牌,X
P,poplar_log,4,杨木原木,Y
P,poplar_planks,4,杨木木板,Y
P,poplar_pressure_plate,5,杨木压力板,Y
P,poplar_sapling,4,杨树树苗,Y
P,poplar_shelf,5,杨木展示架,Y
P,poplar_sign,5,杨木告示牌,Y
P,poplar_slab,4,杨木台阶,Y
P,poplar_stairs,4,杨木楼梯,Y
P,poplar_trapdoor,5,杨木活板门,Y
P,poplar_wood,2,杨木,Y
P,popped_chorus_fruit,5,爆裂紫颂果,B
P,poppy,3,虞美人,Y
P,porkchop,3,生猪排,S
P,potato,3,马铃薯,M
P,potent_sulfur,4,烈性硫黄,L
P,potion,2,药水,Y
P,powder_snow_bucket,3,细雪桶,X
P,powered_rail,4,动力铁轨,D
P,prismarine,3,海晶石,H
P,prismarine_brick_slab,6,海晶石砖台阶,H
P,prismarine_brick_stairs,6,海晶石砖楼梯,H
P,prismarine_bricks,4,海晶石砖,H
P,prismarine_crystals,4,海晶砂粒,H
P,prismarine_shard,4,海晶碎片,H
P,prismarine_slab,5,海晶石台阶,H
P,prismarine_stairs,5,海晶石楼梯,H
P,prismarine_wall,4,海晶石墙,H
P,prize_pottery_sherd,6,珍宝纹样陶片,Z
P,pufferfish,2,河豚,H
P,pufferfish_bucket,3,河豚桶,H
P,pumpkin,2,南瓜,N
P,pumpkin_pie,3,南瓜派,N
P,pumpkin_seeds,4,南瓜种子,N
P,purple_banner,4,紫色旗帜,Z
P,purple_bed,3,紫色床,Z
P,purple_bundle,5,紫色收纳袋,Z
P,purple_candle,4,紫色蜡烛,Z
P,purple_carpet,4,紫色地毯,Z
P,purple_concrete,5,紫色混凝土,Z
P,purple_concrete_powder,7,紫色混凝土粉末,Z
P,purple_concrete_slab,7,紫色混凝土台阶,Z
P,purple_concrete_stairs,7,紫色混凝土楼梯,Z
P,purple_cushion,4,紫色坐垫,Z
P,purple_dye,4,紫色染料,Z
P,purple_glazed_terracotta,6,紫色带釉陶瓦,Z
P,purple_harness,4,紫色挽具,Z
P,purple_shulker_box,5,紫色潜影盒,Z
P,purple_stained_glass,6,紫色染色玻璃,Z
P,purple_stained_glass_pane,7,紫色染色玻璃板,Z
P,purple_terracotta,4,紫色陶瓦,Z
P,purple_wool,4,紫色羊毛,Z
P,purple_wool_slab,6,紫色羊毛台阶,Z
P,purple_wool_stairs,6,紫色羊毛楼梯,Z
P,purpur_block,3,紫珀块,Z
P,purpur_pillar,3,紫珀柱,Z
P,purpur_slab,4,紫珀台阶,Z
P,purpur_stairs,4,紫珀楼梯,Z
Q,quartz,4,下界石英,X
Q,quartz_block,3,石英块,S
Q,quartz_bricks,3,石英砖,S
Q,quartz_pillar,3,石英柱,S
Q,quartz_slab,4,石英台阶,S
Q,quartz_stairs,4,石英楼梯,S
R,rabbit,3,生兔肉,S
R,rabbit_foot,3,兔子脚,T
R,rabbit_hide,3,兔子皮,T
R,rabbit_stew,3,兔肉煲,T
R,rail,2,铁轨,T
R,raiser_armor_trim_smithing_template,4,锻造模板,D
R,raw_copper,2,粗铜,C
R,raw_copper_block,3,粗铜块,C
R,raw_gold,2,粗金,C
R,raw_gold_block,3,粗金块,C
R,raw_iron,2,粗铁,C
R,raw_iron_block,3,粗铁块,C
R,recovery_compass,4,追溯指针,Z
R,red_banner,4,红色旗帜,H
R,red_bed,3,红色床,H
R,red_bundle,5,红色收纳袋,H
R,red_candle,4,红色蜡烛,H
R,red_carpet,4,红色地毯,H
R,red_concrete,5,红色混凝土,H
R,red_concrete_powder,7,红色混凝土粉末,H
R,red_concrete_slab,7,红色混凝土台阶,H
R,red_concrete_stairs,7,红色混凝土楼梯,H
R,red_cushion,4,红色坐垫,H
R,red_dye,4,红色染料,H
R,red_glazed_terracotta,6,红色带釉陶瓦,H
R,red_harness,4,红色挽具,H
R,red_mushroom,4,红色蘑菇,H
R,red_mushroom_block,6,红色蘑菇方块,H
R,red_nether_brick_slab,7,红色下界砖台阶,H
R,red_nether_brick_stairs,7,红色下界砖楼梯,H
R,red_nether_brick_wall,6,红色下界砖墙,H
R,red_nether_bricks,6,红色下界砖块,H
R,red_poplar_leaves,6,红色杨树树叶,H
R,red_sand,2,红沙,H
R,red_sandstone,3,红砂岩,H
R,red_sandstone_slab,5,红砂岩台阶,H
R,red_sandstone_stairs,5,红砂岩楼梯,H
R,red_sandstone_wall,4,红砂岩墙,H
R,red_shrub,3,红灌木,H
R,red_shulker_box,5,红色潜影盒,H
R,red_stained_glass,6,红色染色玻璃,H
R,red_stained_glass_pane,7,红色染色玻璃板,H
R,red_terracotta,4,红色陶瓦,H
R,red_tulip,5,红色郁金香,H
R,red_wool,4,红色羊毛,H
R,red_wool_slab,6,红色羊毛台阶,H
R,red_wool_stairs,6,红色羊毛楼梯,H
R,redstone,3,红石粉,H
R,redstone_block,3,红石块,H
R,redstone_lamp,3,红石灯,H
R,redstone_ore,4,红石矿石,H
R,redstone_torch,4,红石火把,H
R,repeater,5,红石中继器,H
R,resin_block,3,树脂块,S
R,resin_brick,3,树脂砖,S
R,resin_brick_slab,5,树脂砖台阶,S
R,resin_brick_stairs,5,树脂砖楼梯,S
R,resin_brick_wall,4,树脂砖墙,S
R,resin_bricks,4,树脂砖块,S
R,resin_clump,3,树脂团,S
R,respawn_anchor,3,重生锚,C
R,rib_armor_trim_smithing_template,4,锻造模板,D
R,rooted_dirt,4,缠根泥土,C
R,rose_bush,3,玫瑰丛,M
R,rotten_flesh,2,腐肉,F
S,saddle,1,鞍,A
S,salmon,3,生鲑鱼,S
S,salmon_bucket,3,鲑鱼桶,G
S,sand,2,沙子,S
S,sandstone,2,砂岩,S
S,sandstone_slab,4,砂岩台阶,S
S,sandstone_stairs,4,砂岩楼梯,S
S,sandstone_wall,3,砂岩墙,S
S,savanna_village_map,8,热带草原村庄地图,R
S,scaffolding,3,脚手架,J
S,scrape_pottery_sherd,6,刮削纹样陶片,G
S,sculk,3,幽匿块,Y
S,sculk_catalyst,5,幽匿催发体,Y
S,sculk_sensor,5,幽匿感测体,Y
S,sculk_shrieker,5,幽匿尖啸体,Y
S,sculk_vein,4,幽匿脉络,Y
S,sea_lantern,3,海晶灯,H
S,sea_pickle,3,海泡菜,H
S,seagrass,2,海草,H
S,sentry_armor_trim_smithing_template,4,锻造模板,D
S,shaper_armor_trim_smithing_template,4,锻造模板,D
S,sheaf_pottery_sherd,6,麦捆纹样陶片,M
S,shears,2,剪刀,J
S,shelf_mushroom,3,层孔菇,C
S,shelter_pottery_sherd,6,树荫纹样陶片,S
S,shield,2,盾牌,D
S,short_dry_grass,4,矮枯草丛,A
S,short_grass,3,矮草丛,A
S,shroomlight,3,菌光体,J
S,shulker_box,3,潜影盒,Q
S,shulker_shell,3,潜影壳,Q
S,silence_armor_trim_smithing_template,4,锻造模板,D
S,skeleton_skull,4,骷髅头颅,K
S,skull_banner_pattern,4,旗帜图案,Q
S,skull_pottery_sherd,6,头颅纹样陶片,T
S,slime_ball,3,黏液球,N
S,slime_block,3,黏液块,N
S,small_amethyst_bud,5,小型紫晶芽,X
S,small_dripleaf,5,小型垂滴叶,X
S,smithing_table,3,锻造台,D
S,smoker,3,烟熏炉,Y
S,smooth_basalt,5,平滑玄武岩,P
S,smooth_quartz,5,平滑石英块,P
S,smooth_quartz_slab,6,平滑石英台阶,P
S,smooth_quartz_stairs,6,平滑石英楼梯,P
S,smooth_red_sandstone,5,平滑红砂岩,P
S,smooth_red_sandstone_slab,7,平滑红砂岩台阶,P
S,smooth_red_sandstone_stairs,7,平滑红砂岩楼梯,P
S,smooth_sandstone,4,平滑砂岩,P
S,smooth_sandstone_slab,6,平滑砂岩台阶,P
S,smooth_sandstone_stairs,6,平滑砂岩楼梯,P
S,smooth_stone,4,平滑石头,P
S,smooth_stone_slab,6,平滑石头台阶,P
S,sniffer_egg,4,嗅探兽蛋,X
S,snort_pottery_sherd,6,嗅探纹样陶片,X
S,snout_armor_trim_smithing_template,4,锻造模板,D
S,snow,1,雪,X
S,snow_block,2,雪块,X
S,snowball,2,雪球,X
S,snowy_village_map,6,雪原村庄地图,X
S,soul_campfire,4,灵魂营火,L
S,soul_lantern,4,灵魂灯笼,L
S,soul_sand,3,灵魂沙,L
